Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [256] __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::__normal_iterator<unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char*, __gnu_cxx::__enable_if<std::__are_same<unsigned char*, unsigned char*>::__value, std::vector<unsigned char, std::allocator<unsigned char> > >::__type> const&) [394] std::unordered_map<unsigned short, std::vector<unsigned short, std::allocator<unsigned short> >, std::hash<unsigned short>, std::equal_to<unsigned short>, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > > >::unordered_map() [556] unsigned char const* std::__miter_base<unsigned char const*>(unsigned char const*)
 [312] __gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >::__normal_iterator(unsigned short const* const&) [89] std::unordered_map<unsigned short, std::vector<unsigned short, std::allocator<unsigned short> >, std::hash<unsigned short>, std::equal_to<unsigned short>, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > > >::~unordered_map() [53] decltype (__miter_base(({parm#1}.base)())) std::__miter_base<unsigned char*>(std::move_iterator<unsigned char*>)
 [550] __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::__normal_iterator(char* const&) [105] std::unordered_map<unsigned short, std::vector<unsigned short, std::allocator<unsigned short> >, std::hash<unsigned short>, std::equal_to<unsigned short>, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > > >::operator=(std::unordered_map<unsigned short, std::vector<unsigned short, std::allocator<unsigned short> >, std::hash<unsigned short>, std::equal_to<unsigned short>, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > > >&&) [217] unsigned char* std::__miter_base<unsigned char*>(unsigned char*)
 [551] __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::operator++() [84] std::unordered_map<unsigned short, std::vector<unsigned short, std::allocator<unsigned short> >, std::hash<unsigned short>, std::equal_to<unsigned short>, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > > >::operator=(std::unordered_map<unsigned short, std::vector<unsigned short, std::allocator<unsigned short> >, std::hash<unsigned short>, std::equal_to<unsigned short>, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > > > const&) [557] unsigned char const* std::__niter_base<unsigned char const*>(unsigned char const*)
 [186] __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::__normal_iterator(unsigned char* const&) [107] std::unordered_map<unsigned short, std::vector<unsigned short, std::allocator<unsigned short> >, std::hash<unsigned short>, std::equal_to<unsigned short>, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > > >::operator[](unsigned short const&) [519] unsigned char const* std::__niter_base<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >)
 [264] __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::operator+=(long) [260] std::__array_traits<std::tuple<unsigned char, unsigned short, unsigned short>, 29ul>::_S_ref(std::tuple<unsigned char, unsigned short, unsigned short> const (&) [29], unsigned long) [315] unsigned short const* std::__niter_base<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >(__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >)
 [292] __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >::__normal_iterator(unsigned short* const&) [63] std::__array_traits<std::tuple<unsigned char, unsigned short, unsigned short>, 30ul>::_S_ref(std::tuple<unsigned char, unsigned short, unsigned short> const (&) [30], unsigned long) [527] char* std::__niter_base<char*>(char*)
 [270] __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >::operator++() [18] std::__array_traits<unsigned char, 32768ul>::_S_ref(unsigned char const (&) [32768], unsigned long) [194] unsigned char* std::__niter_base<unsigned char*>(unsigned char*)
 [536] bool __gnu_cxx::operator==<unsigned char const*, unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [22] std::__array_traits<unsigned int, 256ul>::_S_ref(unsigned int const (&) [256], unsigned long) [188] unsigned char* std::__niter_base<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >)
 [548] bool __gnu_cxx::operator==<char*, char*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&) [573] std::pointer_traits<char const*>::pointer_to(char const&) [276] unsigned short* std::__niter_base<unsigned short*>(unsigned short*)
 [257] bool __gnu_cxx::operator==<unsigned char*, unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [417] std::pointer_traits<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false>*>::pointer_to(std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false>&) [470] unsigned short* std::__niter_base<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >)
 [269] bool __gnu_cxx::operator==<unsigned short*, unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > > const&, __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > > const&) [476] std::pointer_traits<std::__detail::_Hash_node_base**>::pointer_to(std::__detail::_Hash_node_base*&) [93] __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*)
 [258] __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::difference_type __gnu_cxx::operator-<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [586] std::pointer_traits<char*>::pointer_to(char&) [219] unsigned char* std::__niter_wrap<unsigned char*>(unsigned char* const&, unsigned char*)
 [581] __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::difference_type __gnu_cxx::operator-<char*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&) [492] std::_Rb_tree_header::_M_reset() [332] unsigned short* std::__niter_wrap<unsigned short*>(unsigned short* const&, unsigned short*)
 [227] __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::difference_type __gnu_cxx::operator-<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > const&) [493] std::_Rb_tree_header::_Rb_tree_header() [566] char* std::__relocate_a<char*, char*, std::allocator<char> >(char*, char*, char*, std::allocator<char>&)
 [327] __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >::difference_type __gnu_cxx::operator-<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > > const&, __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > > const&) [418] std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> >&, std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false>*, unsigned long) [598] unsigned char* std::__relocate_a<unsigned char*, unsigned char*, std::allocator<unsigned char> >(unsigned char*, unsigned char*, unsigned char*, std::allocator<unsigned char>&)
 [167] HuffmanTable::getCodesLengths() const [99] void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> > >::destroy<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > >(std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> >&, std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >*) [309] unsigned short* std::__relocate_a<unsigned short*, unsigned short*, std::allocator<unsigned short> >(unsigned short*, unsigned short*, unsigned short*, std::allocator<unsigned short>&)
 [168] HuffmanTable::getCodes() const [419] std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> >&, unsigned long) [431] std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false>* std::__to_address<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> >(std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false>*)
 [409] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> >::_M_max_size() const [420] void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> > >::construct<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, std::piecewise_construct_t const&, std::tuple<unsigned short const&>, std::tuple<> >(std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> >&, std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >*, std::piecewise_construct_t const&, std::tuple<unsigned short const&>&&, std::tuple<>&&) [482] std::__detail::_Hash_node_base** std::__to_address<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base**)
 [474] __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::_M_max_size() const [477] std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long) [432] decltype (::new ((void*)(0)) std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >((declval<std::piecewise_construct_t const&>)(), (declval<std::tuple<unsigned short const&> >)(), (declval<std::tuple<> >)())) std::construct_at<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, std::piecewise_construct_t const&, std::tuple<unsigned short const&>, std::tuple<> >(std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >*, std::piecewise_construct_t const&, std::tuple<unsigned short const&>&&, std::tuple<>&&)
 [448] __gnu_cxx::new_allocator<std::_Rb_tree_node<unsigned short> >::_M_max_size() const [478] std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::allocate(std::allocator<std::__detail::_Hash_node_base*>&, unsigned long) [558] decltype (::new ((void*)(0)) char((declval<char const&>)())) std::construct_at<char, char const&>(char*, char const&)
 [570] __gnu_cxx::new_allocator<char>::_M_max_size() const [451] std::allocator_traits<std::allocator<std::_Rb_tree_node<unsigned short> > >::deallocate(std::allocator<std::_Rb_tree_node<unsigned short> >&, std::_Rb_tree_node<unsigned short>*, unsigned long) [639] decltype (::new ((void*)(0)) unsigned char((declval<unsigned char>)())) std::construct_at<unsigned char, unsigned char>(unsigned char*, unsigned char&&)
 [239] __gnu_cxx::new_allocator<unsigned char>::_M_max_size() const [452] void std::allocator_traits<std::allocator<std::_Rb_tree_node<unsigned short> > >::destroy<unsigned short>(std::allocator<std::_Rb_tree_node<unsigned short> >&, unsigned short*) [277] decltype (::new ((void*)(0)) unsigned short((declval<unsigned short const&>)())) std::construct_at<unsigned short, unsigned short const&>(unsigned short*, unsigned short const&)
 [297] __gnu_cxx::new_allocator<unsigned short>::_M_max_size() const [453] std::allocator_traits<std::allocator<std::_Rb_tree_node<unsigned short> > >::allocate(std::allocator<std::_Rb_tree_node<unsigned short> >&, unsigned long) [541] unsigned char* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*)
 [435] __gnu_cxx::__aligned_buffer<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > >::_M_ptr() const [454] void std::allocator_traits<std::allocator<std::_Rb_tree_node<unsigned short> > >::construct<unsigned short, unsigned short const&>(std::allocator<std::_Rb_tree_node<unsigned short> >&, unsigned short*, unsigned short const&) [339] unsigned short* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*>(__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >, __gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*)
 [436] __gnu_cxx::__aligned_buffer<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > >::_M_addr() const [574] std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [262] unsigned char* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*)
 [349] __gnu_cxx::__aligned_membuf<unsigned short>::_M_ptr() const [683] std::allocator_traits<std::allocator<char> >::select_on_container_copy_construction(std::allocator<char> const&) [94] __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >)
 [350] __gnu_cxx::__aligned_membuf<unsigned short>::_M_addr() const [575] std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [520] unsigned short* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*>(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*)
 [221] __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::base() const [549] std::allocator_traits<std::allocator<char> >::max_size(std::allocator<char> const&) [599] unsigned char* std::__copy_move_a<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*)
 [313] __gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >::base() const [554] void std::allocator_traits<std::allocator<char> >::construct<char, char const&>(std::allocator<char>&, char*, char const&) [244] unsigned char* std::__copy_move_a<true, unsigned char*, unsigned char*>(unsigned char*, unsigned char*, unsigned char*)
 [506] __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::base() const [241] std::allocator_traits<std::allocator<unsigned char> >::deallocate(std::allocator<unsigned char>&, unsigned char*, unsigned long) [530] unsigned char* std::__copy_move_a1<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*)
 [552] __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::operator*() const [171] std::allocator_traits<std::allocator<unsigned char> >::select_on_container_copy_construction(std::allocator<unsigned char> const&) [340] unsigned short* std::__copy_move_a1<false, unsigned short const*, unsigned short*>(unsigned short const*, unsigned short const*, unsigned short*)
 [185] __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::base() const [242] std::allocator_traits<std::allocator<unsigned char> >::allocate(std::allocator<unsigned char>&, unsigned long) [228] unsigned char* std::__copy_move_a1<false, unsigned char*, unsigned char*>(unsigned char*, unsigned char*, unsigned char*)
 [624] __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::operator*() const [231] std::allocator_traits<std::allocator<unsigned char> >::max_size(std::allocator<unsigned char> const&) [521] unsigned short* std::__copy_move_a1<false, unsigned short*, unsigned short*>(unsigned short*, unsigned short*, unsigned short*)
 [625] __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::operator-(long) const [627] void std::allocator_traits<std::allocator<unsigned char> >::construct<unsigned char, unsigned char>(std::allocator<unsigned char>&, unsigned char*, unsigned char&&) [245] unsigned char* std::__copy_move_a1<true, unsigned char*, unsigned char*>(unsigned char*, unsigned char*, unsigned char*)
  [52] __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::operator+(long) const [299] std::allocator_traits<std::allocator<unsigned short> >::deallocate(std::allocator<unsigned short>&, unsigned short*, unsigned long) [531] unsigned char* std::__copy_move_a2<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*)
 [268] __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >::base() const [337] std::allocator_traits<std::allocator<unsigned short> >::select_on_container_copy_construction(std::allocator<unsigned short> const&) [341] unsigned short* std::__copy_move_a2<false, unsigned short const*, unsigned short*>(unsigned short const*, unsigned short const*, unsigned short*)
 [271] __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >::operator*() const [300] std::allocator_traits<std::allocator<unsigned short> >::allocate(std::allocator<unsigned short>&, unsigned long) [229] unsigned char* std::__copy_move_a2<false, unsigned char*, unsigned char*>(unsigned char*, unsigned char*, unsigned char*)
 [507] __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >::operator+(long) const [293] std::allocator_traits<std::allocator<unsigned short> >::max_size(std::allocator<unsigned short> const&) [522] unsigned short* std::__copy_move_a2<false, unsigned short*, unsigned short*>(unsigned short*, unsigned short*, unsigned short*)
 [121] HuffmanTableToMap::{lambda(HuffmanTable const&)#1}::operator()(HuffmanTable const) const [278] void std::allocator_traits<std::allocator<unsigned short> >::construct<unsigned short, unsigned short const&>(std::allocator<unsigned short>&, unsigned short*, unsigned short const&) [246] unsigned char* std::__copy_move_a2<true, unsigned char*, unsigned char*>(unsigned char*, unsigned char*, unsigned char*)
 [122] HuffmanTableToMap::{lambda(HuffmanTable const&)#1}::operator()(HuffmanTable const) const [326] std::_Rb_tree_iterator<unsigned short>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [567] std::enable_if<std::__is_bitwise_relocatable<char, void>::value, char*>::type std::__relocate_a_1<char, char>(char*, char*, char*, std::allocator<char>&)
 [123] HuffmanTableToMap::{lambda(HuffmanTable const&)#1}::operator()(HuffmanTable const) const [494] std::_Rb_tree_key_compare<std::less<unsigned short> >::_Rb_tree_key_compare() [600] std::enable_if<std::__is_bitwise_relocatable<unsigned char, void>::value, unsigned char*>::type std::__relocate_a_1<unsigned char, unsigned char>(unsigned char*, unsigned char*, unsigned char*, std::allocator<unsigned char>&)
 [124] HuffmanTableToMap::{lambda(HuffmanTable const&)#1}::operator()(HuffmanTable const) const [540] unsigned char* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*) [310] std::enable_if<std::__is_bitwise_relocatable<unsigned short, void>::value, unsigned short*>::type std::__relocate_a_1<unsigned short, unsigned short>(unsigned short*, unsigned short*, unsigned short*, std::allocator<unsigned short>&)
 [125] HuffmanTableToMap::{lambda(HuffmanTable const&)#1}::operator()(HuffmanTable const) const [338] unsigned short* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*>(__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >, __gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*) [503] void std::__alloc_on_move<std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> > >(std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> >&, std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> >&)
  [72] HuffmanTableToMap::{lambda(HuffmanTable const&)#1}::operator()(HuffmanTable const) const [74] unsigned char* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*) [707] void std::__alloc_on_move<std::allocator<char> >(std::allocator<char>&, std::allocator<char>&)
 [134] FIXED_DISTANCE_TABLE::{lambda()#1}::operator()() const [513] unsigned short* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*>(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*) [542] void std::__alloc_on_move<std::allocator<unsigned char> >(std::allocator<unsigned char>&, std::allocator<unsigned char>&)
 [135] FIXED_DISTANCE_TABLE::{lambda()#1}::operator()() const [587] unsigned char* std::__uninitialized_copy<true>::__uninit_copy<unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*) [364] void std::__alloc_on_move<std::allocator<unsigned short> >(std::allocator<unsigned short>&, std::allocator<unsigned short>&)
 [136] FIXED_DISTANCE_TABLE::{lambda()#1}::operator()() const [58] unsigned char* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<unsigned char*>, unsigned char*>(std::move_iterator<unsigned char*>, std::move_iterator<unsigned char*>, unsigned char*) [68] std::__size_to_integer(unsigned long)
 [137] FIXED_DISTANCE_TABLE::{lambda()#1}::operator()() const [155] unsigned short* std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned short*, unsigned long, unsigned short>(unsigned short*, unsigned long, unsigned short const&) [48] std::move_iterator<unsigned char*> std::make_move_iterator<unsigned char*>(unsigned char*)
 [138] FIXED_DISTANCE_TABLE::{lambda()#1}::operator()() const [359] std::_Rb_tree_const_iterator<unsigned short>::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [543] unsigned char* std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*)
 [139] FIXED_DISTANCE_TABLE::{lambda()#1}::operator()() const [371] std::_Rb_tree_const_iterator<unsigned short>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<unsigned short> const&) [342] unsigned short* std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*>(__gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >, __gnu_cxx::__normal_iterator<unsigned short const*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*)
 [128] FIXED_LITERALS_TABLE::{lambda()#1}::operator()() const [455] std::_Rb_tree_const_iterator<unsigned short>::operator++(int) [75] unsigned char* std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*)
 [129] FIXED_LITERALS_TABLE::{lambda()#1}::operator()() const [43] unsigned char* std::__uninitialized_default_n_1<true>::__uninit_default_n<unsigned char*, unsigned long>(unsigned char*, unsigned long) [523] unsigned short* std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*>(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short*)
 [130] FIXED_LITERALS_TABLE::{lambda()#1}::operator()() const [150] unsigned short* std::__uninitialized_default_n_1<true>::__uninit_default_n<unsigned short*, unsigned long>(unsigned short*, unsigned long) [601] unsigned char* std::uninitialized_copy<unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*)
